field,location,year,loc_year,planted,panel,genotype,continent,elevation,STD,EMD,GER,ELN,EPH,PH,P_INT,P_EXT,P_PAT,M_DEN,M_PAT,DTS,DTA,TBN,TL,PE,EH,EN,CE_20_3,DG_34_2,DG_36_4,LPC_16_0,LPC_18_0,LPC_18_1,LPC_18_2,LPC_18_3,PC_32_0,PC_32_1,PC_32_2,PC_33_2,PC_34_1,PC_34_2,PC_34_3,PC_34_4,PC_35_1,PC_35_2,PC_35_3,PC_36_2,PC_37_3,PC_38_2,PC36_1,PE_34_2,SM_D32_1,SM_D36_1,TG_46_0,TG_46_3,TG_48_0,TG_48_1,TG_48_2,TG_48_3,TG_50_0,TG_50_1,TG_50_2,TG_50_3,TG_50_4,TG_50_5,TG_52_0,TG_52_1,TG_52_2,TG_52_3,TG_52_4,TG_52_5,TG_52_6,TG_54_1,TG_54_2,TG_54_3,TG_54_4,TG_54_5,TG_54_6,TG_54_8,TG_56_4
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-025845,Mex,Low,6,64,8,5,44,205,2,25,2,4,1,154,153,15.5,35.5,6,120,1,NA,19370,6583,112341,15498,36757,1216714,135319,32476,5543,18029,29355,79132,3879031,3282475,18744,NA,38528,41486,82502,NA,6178,5582,320715,14902,NA,NA,2049,4939,NA,NA,2056,NA,4348,23226,22759,1902,1346,NA,NA,5116,4301,134606,311556,311159,NA,NA,2481,7231,29320,NA,NA,1140
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-000449,Mex,Low,7,64,7,5,44,205,2,75,2,2,1,148,146,27,35,7,130,2,1186,59312,32507,71340,6730,78831,1283495,375212,31832,11683,31318,23311,209898,3445452,2367211,17757,NA,44624,17543,119163,NA,10317,12180,152703,3175,NA,2854,NA,1355,NA,NA,NA,NA,7015,74903,NA,NA,NA,NA,NA,16869,22841,176428,349825,289375,NA,1596,5335,21496,43656,92094,198231,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-026035,SA,Low,8,64,9,5,57,185,2,75,2,0,0,132,132,20,45.5,7,120,1,NA,20106,8761,108066,6617,67758,1146023,187971,61466,14845,32236,89797,224550,4012233,2010399,15151,NA,61430,23237,129946,NA,9361,10405,74149,3071,NA,NA,2285,8089,NA,NA,1423,NA,12104,32379,17578,5586,7416,NA,NA,18667,26644,200724,278830,130318,NA,NA,26607,30130,56349,NA,NA,1998
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-005613,Mex,High,6,31,8,5,140,138,1,25,3,4,3,58,52,17,400,6,79,1,17068,118619,98060,107503,7351,57757,939820,482769,118362,17330,24845,44363,926269,1635888,1633148,44391,NA,55608,57796,700869,NA,15657,68164,369445,2177,NA,16032,NA,42522,NA,NA,NA,NA,13402,49501,NA,NA,NA,NA,NA,26311,55826,249169,317096,176128,NA,7494,21129,105088,158180,430038,595522,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-008962,SA,Low,5,31,9,6,155,232,0,0,0,3,1,NA,57,18,530,5,153,1,9417,100177,36842,58327,3063,56541,1018679,652198,73128,16871,16535,62485,527500,2093484,2093616,42977,NA,82561,83116,292265,NA,12528,32877,97072,10694,NA,1657,NA,25537,NA,NA,NA,NA,1672,7289,NA,NA,NA,NA,NA,3522,17472,178447,37086,118381,NA,1658,6331,26443,47075,157667,253994,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-001535,Mex,High,4,31,4,7,144,150,0,0,0,3,3,NA,NA,6,302,3,70,1,19370,111966,60031,150495,9392,51419,782214,636442,88126,13140,19386,97412,630736,1648197,1648356,66765,NA,94288,130121,668786,NA,20493,45272,161330,5726,NA,3970,NA,27876,NA,NA,NA,NA,10701,28029,NA,NA,NA,NA,NA,16870,16907,141251,270632,232833,NA,9277,4792,45180,67572,200378,986804,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-023713,Mex,Low,7,31,9,6,185,200,0,0,0,3,1,48,47,15,485,6,130,2,10087,107486,46705,102239,7309,42614,1030541,485029,159075,15483,26121,59677,475702,1996634,1996703,65989,NA,91603,75027,427763,NA,19115,33945,64967,15023,NA,1765,NA,24820,NA,NA,NA,NA,3275,26227,NA,NA,NA,NA,NA,17055,38116,286596,111147,189973,NA,11199,14559,48838,63744,266700,454869,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-001398,Mex,High,7,64,9,4,91,207,2,75,2,3,3,117,115,5,47,7,145,1,NA,21818,9891,83276,5423,35513,883829,326357,8025,9224,17168,25702,161430,3359672,2641572,28900,NA,11829,46105,131648,NA,4295,5336,91357,2494,NA,NA,6065,3255,NA,NA,2454,NA,12011,106078,134176,4235,12254,NA,NA,26526,45879,211318,485328,444712,NA,NA,5780,24975,57939,NA,NA,2383
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-025151,Mex,High,9,31,9,6,182,178,0,0,0,3,3,44,41,6,390,8,112,2,15340,108581,63988,173768,9149,61589,729720,590797,135032,24137,35838,52270,1267382,1626662,1626806,74298,NA,95402,95126,646737,NA,18078,73108,329509,6777,NA,3836,NA,26103,NA,NA,NA,NA,8934,76515,NA,NA,NA,NA,NA,20965,28766,232595,381959,282045,NA,8230,5408,61557,86676,167870,647884,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-008361,SA,High,7,31,7,3,134,148,2,25,0,0,0,NA,NA,24,320.5,7,99,1,NA,NA,8108,157425,23705,64392,1169498,1013100,60246,22119,35273,57673,835958,7886642,3811256,65528,12366,55141,48134,722187,17953,4974,52934,325094,NA,NA,NA,NA,9254,7403,NA,NA,3407,22689,64368,29837,1959,3357,NA,15404,35686,55541,260746,357227,NA,10423,14577,23684,41678,76207,NA,NA,6493
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-006081,Mex,High,8,31,7,6,150,190,1,25,0,3,3,NA,NA,NA,NA,8,125.5,NA,19399,81370,44585,145035,2711,26704,680821,682076,92507,25235,29226,57933,490128,1949598,1867991,60589,NA,88204,126957,347368,NA,13100,25134,189770,8065,NA,1661,NA,26854,NA,NA,NA,NA,3854,49510,NA,NA,NA,NA,NA,15108,22644,165702,235569,452315,NA,8791,8865,27176,42095,84306,463299,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-021154,Mex,High,9,64,9,6,76,209,2,50,2,1,2,107,105,10,44,9,105,1,NA,14539,10912,47935,2335,21881,885570,291890,15398,8362,18377,39835,248862,3645499,1791550,15068,NA,25123,17400,85992,NA,6226,9448,183626,2372,NA,NA,5294,1040,NA,NA,4807,NA,7679,74791,48620,6888,9758,NA,NA,16590,53478,341424,492267,198648,NA,NA,8900,30752,89360,NA,NA,5524
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-023180,Mex,Low,9,64,10,5,66,260,2,100,2,1,3,146,141,13,49,9,175,1,4290,88462,66043,74970,11044,35737,1048490,193933,27787,5146,20651,26167,106553,NA,2472300,24080,NA,53626,23525,128489,NA,17129,7278,206484,6493,NA,4373,NA,1446,NA,NA,NA,NA,16978,65280,NA,NA,NA,NA,NA,15056,51005,243637,457986,294798,NA,1488,6133,35222,74827,230034,813923,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-021154,Mex,High,5,31,9,6,165,182,1,25,0,3,3,49,48,8,410,5,130,3,14712,139649,68994,88443,3879,24820,667482,614257,69303,13156,27271,132367,570937,2086461,2086724,83907,NA,102019,103812,306648,NA,12016,27523,450079,12124,NA,2642,NA,30459,NA,NA,NA,NA,4037,34341,NA,NA,NA,NA,NA,15424,36298,273059,126865,308639,NA,6518,11879,44794,93941,128653,336493,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-008993,SA,Low,6,31,9,6,157,250,0,0,0,3,1,59,58,24.5,395,6,172,2,NA,NA,NA,97795,NA,32840,1198908,527405,64152,21784,28298,33942,499191,5170540,3859255,49159,NA,78749,86405,383475,13660,13701,25310,87120,NA,4895,NA,NA,3297,6578,1185,NA,3969,67184,54365,58971,NA,4113,6382,90330,59293,51185,NA,NA,15440,NA,31159,6979,27239,62143,NA,NA,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-007344,Mex,Low,7,64,9,5,61,156.5,2.5,62.5,3,2,1,128,127,16.5,28,7,84,1.5,NA,12995,6372,72691,7275,53956,1042993,76264,24655,15093,24269,32765,245362,3886274,2033697,22051,NA,51818,41485,148999,NA,9402,12286,261244,1939,NA,NA,1070,1093,NA,NA,1014,NA,823,12702,8631,952,1769,NA,NA,5709,10602,95509,143800,85334,NA,NA,3894,9836,27052,NA,NA,690
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-017793,Mex,Low,7,31,8,5,162,270,1,25,0,3,1,NA,NA,14,340,7,178,NA,17128,84803,47548,119192,2813,32278,631662,377309,104195,14212,22754,52776,638964,1603522,1603555,67865,NA,96064,86542,315463,NA,11583,29215,298419,8535,NA,7373,NA,79323,NA,NA,NA,NA,14425,112483,NA,NA,NA,NA,NA,24298,27120,350483,812842,766953,NA,8419,10243,58261,83615,188290,921194,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-014287,SA,Low,10,31,10,6,176,228,3,25,3,1,2,52,50,15,390,10,130,2,23642,104422,65464,56559,4163,31414,742242,315902,61419,18393,40927,80511,644016,1781909,1778750,49853,NA,94454,44862,327580,NA,9873,35551,230444,7012,NA,19009,NA,177308,NA,NA,NA,NA,13877,28510,NA,NA,NA,NA,NA,19054,51969,275233,320761,162761,NA,3187,11323,67891,157562,560523,774915,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-007026,Mex,Low,6,31,9,6,182,260,0,0,0,2,1,55,55,19,490,6,190,1,4507,99442,46904,165591,9049,26857,636126,443604,118824,22556,34622,122945,664831,1959321,1959347,65980,NA,123082,133754,561676,NA,15398,33068,310152,12992,NA,1667,NA,23174,NA,NA,NA,NA,1718,11343,NA,NA,NA,NA,NA,5042,30452,250621,35018,131543,NA,2393,13781,35487,59924,110216,125489,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-007584,Mex,High,9,64,9,5,66,215,2,25,3,0,0,118,116,11.5,39.5,9,120,2,NA,16494,18300,191263,11853,40451,643626,150140,41576,9135,35292,25560,361257,3452155,1426977,19432,NA,62029,24899,402447,NA,21982,22350,208422,1672,NA,NA,5131,3051,NA,NA,3520,NA,4476,39406,20771,5813,10102,NA,NA,12544,36029,240477,267608,98686,NA,NA,7816,33330,87422,NA,NA,6006
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-024894,SA,High,7,31,9,6,150,212,0,0,0,3,1,58,57,20,480,7,120,3,14824,121431,53327,97953,2537,158994,568773,218865,76648,12692,19092,64110,998252,1815947,1815796,34551,NA,111750,73278,242986,NA,8592,37115,80064,9346,NA,8639,NA,97071,NA,NA,NA,NA,9675,27243,NA,NA,NA,NA,NA,13145,37687,292640,444205,317002,NA,2447,4330,48466,103571,403081,1101678,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-026029,SA,Low,8,31,9,6,172,232,1,25,0,4,2,56,55,17,450,8,140,2,NA,NA,NA,106318,NA,19306,726078,549931,63288,24817,23404,42740,477070,4811361,4715210,40215,NA,65282,92389,315971,12545,14479,28075,192458,NA,15991,NA,NA,11187,5896,2907,NA,11598,48218,54377,78163,NA,4810,5542,70279,46187,43558,NA,NA,15900,NA,27199,18030,26140,60838,NA,NA,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-008360,SA,High,7,31,10,5,167,230,1,25,0,0,0,NA,NA,NA,NA,7,NA,NA,13013,89460,34541,115856,10906,31444,466334,434260,96397,22337,28485,65100,708609,1631608,1631728,69806,NA,126458,202227,667693,NA,20354,55766,380377,10931,NA,1984,NA,22597,NA,NA,NA,NA,3616,25606,NA,NA,NA,NA,NA,23026,42749,167442,172388,432187,NA,11686,13160,50310,105975,105410,502813,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-021008,Mex,High,7.5,64,9.5,5.5,80,165,1.5,75,2.5,1.25,1.75,99.5,113,4.5,38.5,7,80,1,2141,77610,56648,43196,2912,14213,392297,123246,20827,10905,22778,32980,369700,3358033,2180751,26112,NA,36828,11760,195046,NA,12894,19472,382850,2806,NA,2638,1256,4703,NA,NA,1197,NA,88150,91888,33558,1737,3623,NA,NA,340227,165834,337488,437968,91446,NA,2294,88734,71430,106232,380633,409729,5081
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-027432,Mex,High,7,31,8,6,162,230,0,0,0,3,3,NA,NA,NA,NA,7,174,2,8128,162165,69664,96262,3032,56483,566777,305867,68579,29051,42380,63829,959531,2079283,1951967,59928,NA,105649,86408,321344,NA,12409,41763,128943,14805,NA,1829,NA,24240,NA,NA,NA,NA,1630,24568,NA,NA,NA,NA,NA,14882,46476,358705,88978,221988,NA,8328,19049,55146,82802,242972,289460,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-010234,Mex,High,6,31,9,6,140,138,0,0,0,4,3,56,57,5,280,4,80,1,14973,81842,42739,79402,1612,26823,458333,339793,90953,15393,31356,59851,894059,1655173,1655259,59316,NA,107772,115597,373019,NA,11050,41353,215397,7268,NA,4527,NA,25579,NA,NA,NA,NA,27787,58348,NA,NA,NA,NA,NA,33934,34999,228543,462592,422334,NA,15690,9281,66370,92436,261243,1240852,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-009022,SA,Low,7,64,7,5,46,235,2,75,3,2,1,157,157,23,40,1,NA,NA,NA,125269,58784,46976,40302,82144,337303,27724,0,116798,101653,108327,304446,2067715,1069667,106787,NA,105504,118852,149656,NA,102423,139645,303419,60838,NA,NA,66228,178920,NA,NA,104220,NA,351935,224355,156330,45949,33884,NA,NA,290327,142468,267224,211264,218965,NA,NA,197145,107557,208183,NA,NA,36965
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-009025,SA,Low,8.5,31,7.5,5.5,145.5,205,1,25,0,1.5,0.5,59.5,58.5,18,355,8,127,2,22851,128087,39934,83014,2652,24138,285849,156512,92332,19311,35901,58754,710012,4434066,3208768,39862,4387,92844,67222,447789,5286,7409,36968,357946,12306,NA,877,NA,15400,1884,NA,NA,2432,5072,25344,11340,1204,2244,NA,1884,10968,14641,195741,179230,306725,2731,3980,6258,29288,46452,262787,686246,1533
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-010248,SA,Low,9,31,9,5,180,262,2,50,0,0,0,59,61,18,430,9,181,1,NA,NA,8511,107482,12594,44734,607955,605369,52821,25805,42016,65866,867248,6251041,3008847,39041,8983,38992,38483,608000,5203,5182,51603,317735,NA,NA,NA,NA,7331,5047,NA,NA,2096,11053,32931,16618,1799,3094,NA,5347,18357,48285,279449,316139,NA,2370,6155,14768,38723,99336,NA,NA,5302
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-000861,Mex,Low,10,31,8,5,140,183,1,25,0,0,0,45,47,16,420,10,83,1,16751,112416,86686,59372,3500,15399,410215,268888,92063,25668,44080,81130,1179838,1597682,1283453,102962,NA,117888,104006,425257,NA,10754,40760,895074,4321,NA,14427,NA,43865,NA,NA,NA,NA,16002,70786,NA,NA,NA,NA,NA,19717,55572,309121,442082,273822,NA,5430,11404,61054,118752,423756,768570,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-001535,Mex,High,7,64,7.5,5,67,134,2,100,2.5,3,3,99.5,97.5,6.5,37.25,6.5,50,1,NA,7401,11671,65362,3207,13278,259375,58422,15022,13521,24582,57378,520708,3441206,1707106,26539,NA,16879,20257,162620,NA,2734,18774,335954,2256,NA,NA,8568,2400,NA,NA,6443,NA,10576,84464,61882,9296,13668,NA,NA,23338,77686,448100,635529,324598,NA,NA,14823,51515,148653,NA,NA,7509
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-020752,Mex,Low,9,31,10,4,160,190,0,0,0,4,2,42,44,3,410,8,100,2,7190,111810,72769,51663,2625,16957,523316,192127,44212,12932,24348,45617,598089,1923132,1888104,48879,NA,63041,36012,284333,NA,12301,33219,690508,3967,NA,10884,NA,123422,NA,NA,NA,NA,12776,21368,NA,NA,NA,NA,NA,17163,27055,133995,169606,110826,NA,2577,10508,59447,110306,351704,479565,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-014017,Mex,High,10,64,10,5,84,167,2,75,3,2,3,102,100,4,42,10,90,1,NA,21340,11839,104454,4249,30176,428638,70428,13174,13841,26069,28910,356607,3759685,1487660,16338,NA,22565,16176,267810,NA,12437,16060,76951,1320,NA,NA,46780,7516,NA,NA,35342,NA,20596,164183,98917,32156,61671,NA,NA,53553,120498,571624,588066,214470,NA,NA,26373,88788,177421,NA,NA,17486
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-008025,SA,High,6,31,7,4,153,158,0,0,0,0,0,46,43,12,400,5,80,1,6350,25671,15878,19458,4106,21475,403134,187055,20256,4774,9502,24232,144468,2783744,2794822,11539,NA,24854,17544,117688,NA,6726,7070,234966,6343,NA,73025,NA,219608,NA,NA,NA,NA,123778,94656,NA,NA,NA,NA,NA,148664,189351,199903,169290,122014,NA,26541,75205,189377,128110,165281,238352,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-006081,Mex,High,9.5,64,9.5,5.5,79.5,325,2,100,2.5,3,3,146,144,15.5,51,9.5,225,1,NA,9482,9881,70310,5345,16670,511660,119622,23846,17012,23324,29458,337800,4592820,2624882,46856,NA,35494,34829,343134,15267,15050,24471,234909,2453,18707,NA,9549,6738,4433,7103,7113,9210,18114,128918,95100,10338,17483,14458,6074,44360,86362,526523,807346,223362,NA,13140,20188,67295,151527,NA,NA,10038
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-005613,Mex,High,8,64,9,6,87,205,1,25,2,4,3,109,106,7,35,8,85,1,NA,11630,11799,103154,6028,11295,292280,120611,14784,10367,22720,21794,335237,3383002,2237602,27440,NA,21759,27613,208567,NA,11237,16359,258681,2461,NA,NA,1261,977,NA,NA,1008,NA,1241,14788,14479,858,5072,NA,NA,5118,11734,85810,185635,139303,NA,NA,1833,8684,25706,NA,NA,1506
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-024925,SA,High,9,64,9,5,87.5,170,4,87.5,3,2,1,104,102,14,39.75,9,79.5,2,NA,6034,6210,58884,2550,5676,212091,81869,15801,22310,26074,35630,324110,3502414,2500453,27789,NA,25032,33193,232369,NA,4308,15104,397070,2133,NA,NA,3402,4205,NA,NA,3325,NA,7035,80722,78272,5570,5960,NA,NA,19439,31932,227412,412412,260950,NA,NA,8259,23903,51749,NA,NA,4212
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-018242,SA,High,5,31,7,4,152,171,2,50,1,0,0,58,58,18,360,5,84,1,NA,2610,2088,39906,2023,17202,254803,182676,23103,11032,18401,26323,600006,3165476,2775005,32765,NA,21152,39200,273367,NA,1712,36820,235866,1980,NA,NA,933,4522,NA,NA,552,NA,19305,55763,52216,4155,3796,NA,NA,31521,54144,226065,443016,346424,NA,NA,17375,30581,76832,NA,NA,3409
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-005606,Mex,High,7,64,7,4.5,105.5,248.75,2.5,62.5,2.5,3,3,114.5,112.5,3.5,50.5,7,135,1.5,1241,144296,168109,58339,1878,10125,267314,56808,32761,17259,34361,37982,455312,5381566,2540654,38400,NA,43940,32038,260751,9393,11674,20688,551112,5093,3992,2539,NA,4924,7216,9332,NA,2965,10688,67204,92409,NA,52946,8677,4780,21629,55613,266290,390898,113502,NA,4490,12446,50824,137580,536093,689000,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-012342,SA,High,5,31,7,5,154,NA,0,0,0,3,1,NA,NA,12,480,3,NA,1,3122,33413,19564,35101,2502,14202,188054,175652,18083,2214,5801,58863,234639,3061590,3107445,19749,NA,54451,48938,174340,NA,6762,27797,130043,11864,NA,1387,NA,19281,NA,NA,NA,NA,1007,2888,NA,NA,NA,NA,NA,1175,2566,45239,8295,31365,NA,841,1567,6466,11842,50565,44583,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-003266,Mex,Low,7,31,7,4,150,210,0,0,0,4,1,57,58,21,480,7,152,1,NA,NA,7020,67823,8065,17100,193300,184955,52835,39305,38837,65279,1145844,5709611,2718346,33378,9278,28106,27304,484144,10976,2943,54900,316590,NA,NA,NA,NA,18359,14905,NA,NA,10269,363881,256216,34261,7699,5049,NA,161097,536921,637836,546081,391587,NA,39614,115355,141536,356700,328431,NA,NA,9469
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-025151,Mex,High,9,64,10,4,96,190,2,100,3,3,3,99,97,4,29,9,90,1,NA,2858,4681,50103,1705,8208,151652,62464,9410,12138,12080,28312,443085,3044251,2476074,27793,NA,13227,29126,139421,NA,2948,14969,344020,2667,NA,NA,11272,1724,NA,NA,9921,NA,8769,51046,63406,7580,19182,NA,NA,12987,35153,240257,493611,374564,NA,NA,7813,21433,68326,NA,NA,3879
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-014578,SA,Low,9,31,9,5,157,230,2,25,0,0,0,55,56,21,445,9,136,1,NA,NA,6866,73752,1894,19439,181618,226560,63150,36201,43309,80841,1239531,6487215,3910260,44839,15003,44391,56367,544799,10933,3300,62644,411234,NA,NA,NA,NA,7590,5354,NA,NA,1752,13305,41171,21080,1740,2444,NA,6136,20086,38516,178117,244450,NA,5302,6347,14745,28240,63346,NA,NA,2323
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-015009,SA,High,9,64,9,6,75,165,2,100,3,2,1,101,99,12,41,8,65,1,NA,11402,12506,93857,2859,5611,143001,32684,15665,21487,26798,108927,285228,5127890,2847093,32185,NA,26183,33837,201440,NA,2778,13761,333083,4296,NA,NA,2479,9679,NA,NA,1586,NA,13629,48616,35010,2253,5448,NA,NA,21629,25510,188615,332938,193743,NA,NA,31676,31066,48335,NA,NA,1400
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-021313,Mex,High,7,31,10,5,171,225,0,0,0,2,3,68,NA,5.5,225,7,168,2,17922,79392,60920,22245,9983,21538,59190,21852,39775,33643,28770,37888,134259,1565673,1365699,19258,NA,35844,26726,151945,NA,25547,24525,99830,25075,NA,122782,NA,864429,NA,NA,NA,NA,72239,73811,NA,NA,NA,NA,NA,63121,44963,84187,78449,41740,NA,28691,35373,74754,63278,91261,114136,NA
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-026945,Mex,High,6,31,8.5,4.5,183,173,0.5,50,0,3,2.5,47,45,10.5,425,6,107.5,2,5723,81824,53376,49462,2457,2728,80070,60935,61132,14232,23930,80416,671273,2006510,2006553,83522,NA,101349,109634,366006,NA,12796,39036,686168,8487,NA,9350,NA,43560,NA,NA,NA,NA,8008,27772,NA,NA,NA,NA,NA,12996,31266,260480,215614,199184,NA,4686,11908,167204,63894,206069,383858,NA
Highland,MT,2016,MT2016,4/5/16,RUNCIE,CIMMYTMA-015032,SA,High,7,64,7,3,85,160,2,100,2,2,1,131,131,19,38,7,138.5,2,NA,9611,9149,44141,2337,5549,135428,59865,7645,4569,13550,21390,166385,3124787,2615710,30350,NA,20263,22512,153183,NA,11832,12229,310044,10429,NA,NA,1186,6143,NA,NA,1115,NA,6564,22018,21204,1176,3130,NA,NA,10192,15544,138152,360144,304470,NA,NA,7764,16239,42824,NA,NA,1058
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-013374,Mex,High,8,31,9,4,164,180,0,0,0,3,3,41,43,12,410,8,90,2,NA,NA,8982,43992,2313,1982,79649,142782,55792,20335,31848,100970,802819,7469998,4460250,51289,9850,61708,65508,781389,13396,10667,52304,958655,NA,NA,NA,NA,3637,5355,NA,NA,2110,19048,98647,56334,5357,2968,NA,8173,38830,62440,415436,682325,NA,6201,10802,19108,60629,120756,NA,NA,8328
Lowland,PV,2016,PV2016_2,4/1/16,RUNCIE,CIMMYTMA-002276,Mex,High,2,31,8,6,134,165,0,0,0,3,1,55,NA,NA,NA,1,126,1,8684,124466,74330,68366,5084,3984,52803,37065,99181,14156,25747,101017,613252,2004549,1487535,71754,NA,118486,128089,740613,NA,20883,54543,628980,11961,NA,1895,NA,24090,NA,NA,NA,NA,2574,15770,NA,NA,NA,NA,NA,9363,35464,271129,90432,218911,NA,6487,14965,56992,98499,236000,512246,NA
